Company,Board of Directors or Executive Management,Position,Approximate Categorization,Special Area,Name,Nationality,Year of Birth,Educational Background,Gender,Remarks
Essity,Executive Management,"President, Health & Medical",Business Unit Head,"Other: President, Health & Medical",Ulrika Kolsrud,Sweden (predicted),1970,Engineering,Female,
Essity,Executive Management,"President, Consumer Goods Americas",Business Unit Head,"Other: President, Consumer Goods Americas",Andres Gomez,Spain (predicted),1977,"Business, Engineering",Male,
Essity,Executive Management,"President, Consumer Goods EMEA",Business Unit Head,"Other: President, Consumer Goods EMEA",Volker Zöller,Germany (predicted),1967,Business,Male,
Essity,Executive Management,"President, Professional Hygiene",Business Unit Head,"Other: President, Professional Hygiene",Pablo Fuentes,Spain (predicted),1973,Business,Male,
Evolution,Board of Directors,Chairman,Chair,Chair,Jens von Bahr,Sweden (predicted),1971,Business,Male,
Evolution,Board of Directors,Board Member,Board Member,Board Member,Joel Citron,Sweden (predicted),1962,Business,Male,
Evolution,Board of Directors,Board Member,Board Member,Board Member,Mimi Drake,USA (predicted),1968,Business,Female,
Evolution,Board of Directors,Board Member,Board Member,Board Member,Ian Livingstone,UK (predicted),1962,N/A,Male,
Evolution,Board of Directors,Board Member,Board Member,Board Member,Sandra Urie,USA (predicted),1952,Other: Public and Private Management,Female,
Evolution,Board of Directors,Board Member,Board Member,Board Member,Fredrik Österberg,Sweden (predicted),1970,Business,Male,
Evolution,Executive Management,Group CEO,CEO,CEO,Martin Carlesund,Sweden (predicted),1970,"Business, Engineering, Law",Male,
Evolution,Executive Management,Chief Product Officer,Business Unit Head,Other: Chief Product Officer,Todd Haushalter,USA (predicted),1978,"Business, Engineering",Male,
Evolution,Executive Management,Chief Strategy Officer,Support Function,Other: Chief Strategy Officer,Sebastian Johannisson,Sweden (predicted),1978,Business,Male,
Evolution,Executive Management,Chief Financial Officer,Support Function,Finance,Jacob Kaplan,Sweden (predicted),1973,"Business, Engineering",Male,
Evolution,Executive Management,Chief Human Resources Officer,Support Function,Human Resources,Louise Wiwen-Nilsson,Sweden (predicted),1972,Humanities,Female,
Fabege,Board of Directors,Chairman,Chair,Chair,Jan Litborn,Sweden (predicted),1951,"Law, Business",Male,
Fabege,Board of Directors,Board Member,Board Member,Board Member,Anette Asklin,Sweden (predicted),1961,Business,Female,
Fabege,Board of Directors,Board Member,Board Member,Board Member,Mattias Johansson,Sweden (predicted),1973,Engineering,Male,
Fabege,Board of Directors,Board Member,Board Member,Board Member,Märtha Josefsson,Sweden (predicted),1947,Business,Female,
Fabege,Board of Directors,Board Member,Board Member,Board Member,Bent Oustad,Norway (predicted),1973,Business,Male,
Fabege,Board of Directors,Deputy Chairman,Vice Chair,Vice Chair,Lennart Mauritzon,Sweden (predicted),1967,"Business, Law",Male,
Fabege,Board of Directors,Board Member,Board Member,Board Member,Sofia Watt,Sweden (predicted),1975,"Engineering, Business",Female,
Fabege,Executive Management,President and CEO,CEO,CEO,Stefan Dahlbo,Sweden (predicted),1959,Business,Male,
Fabege,Executive Management,Vice President and CFO,Support Function,Finance,Åsa Bergström,Sweden (predicted),1964,Business,Female,
Fabege,Executive Management,Director of Human Resources,Support Function,Human Resources,Gunilla Cornell,Sweden (predicted),1969,Business,Female,
Fabege,Executive Management,Director of Technical Operations,Business Unit Head,Other: Technical Operations,Fred Grönwall,Sweden (predicted),1981,Engineering,Male,
Fabege,Executive Management,Director of Projects and Development,Business Unit Head,Other: Projects and Development,Klas Holmgren,Sweden (predicted),1970,Engineering,Male,
Fabege,Executive Management,Head of Sustainability,Support Function,Sustainability,Mia Häggström,Sweden (predicted),1978,Other: Environmental and Health Protection,Female,
Fabege,Executive Management,Director of Property Management,Business Unit Head,Other: Property Management,Charlotta Liljefors Rosell,Sweden (predicted),1963,Engineering,Female,
Fabege,Executive Management,Director of Business Development,Business Unit Head,Other: Business Development,Johan Zachrisson,Sweden (predicted),1970,Engineering,Male,
Fastighets AB Balder,Board of Directors,Chairman,Chair,Chair,Sten Dunér,Sweden (predicted),1951,Business,Male,
Fastighets AB Balder,Board of Directors,Board Member,Board Member,Board Member,Erik Selin,Sweden (predicted),1967,Business,Male,
Fastighets AB Balder,Board of Directors,Board Member,Board Member,Board Member,Fredrik Svensson,Sweden (predicted),1961,Business,Male,
Fastighets AB Balder,Board of Directors,Board Member,Board Member,Board Member,Anders Wennergren,Sweden (predicted),1956,Law,Male,
Fastighets AB Balder,Board of Directors,Board Member,Board Member,Board Member,Carin Kindbom,Sweden (predicted),1968,Business,Female,
Fastighets AB Balder,Executive Management,CEO,CEO,CEO,Erik Selin,Sweden (predicted),1967,Business,Male,
Fastighets AB Balder,Executive Management,Deputy CEO,Support Function,"Other: ""Deputy CEO""",Sharam Rahi,Sweden (predicted),1973,"Other: ""Compulsory school""",Male,
Fastighets AB Balder,Executive Management,Head of Personnel and Administration,Support Function,Human Resources,Petra Sprangers,Sweden (predicted),1965,Business,Female,
Fastighets AB Balder,Executive Management,Director of Economy,Support Function,Finance,Eva Sigurgeirsdottir,Sweden (predicted),1974,Business,Female,
Fastighets AB Balder,Executive Management,CFO,Support Function,Finance,Ewa Wassberg,Sweden (predicted),1980,Business,Female,
Fastpartner,Board of Directors,Chair,Chair,Chair,Peter Carlsson,Sweden (predicted),1954,"Business, Law",Male,
Fastpartner,Board of Directors,Board Member,Board Member,Board Member,Sven-Olof Johansson,Sweden (predicted),1945,"Business, Humanities",Male,
Fastpartner,Board of Directors,Board Member,Board Member,Board Member,Charlotte Bergman,Sweden (predicted),1963,Engineering,Female,
Fastpartner,Board of Directors,Board Member,Board Member,Board Member,Cecilia Vestin,Sweden (predicted),1977,Engineering,Female,
Fastpartner,Board of Directors,Board Member,Board Member,Board Member,Katarina Staaf,Sweden (predicted),1967,"Business, Arts",Female,
Fastpartner,Executive Management,CEO,CEO,CEO,Sven-Olof Johansson,Sweden (predicted),1945,"Business, Humanities",Male,
Fastpartner,Executive Management,VP and Director of Marketing,Support Function,Comms and Marketing,Christopher Johansson,Sweden (predicted),1977,N/A,Male,
Fastpartner,Executive Management,CFO,Support Function,Finance,Daniel Gerlach,Sweden (predicted),1976,N/A,Male,
Fastpartner,Executive Management,Head of Sustainability and Projects,Support Function,Sustainability,Svante Hedström,Sweden (predicted),1961,N/A,Male,
Fastpartner,Executive Management,Head of HR,Support Function,Human Resources,Sara Sigge,Sweden (predicted),1980,N/A,Female,
Fastpartner,Executive Management,"Regional Manager, Region 1",Business Unit Head,"Other: ""Regional Manager""",Håkan Bolinder,Sweden (predicted),1983,N/A,Male,
Fastpartner,Executive Management,"Regional Manager, Region 2",Business Unit Head,"Other: ""Regional Manager""",Patrik Arnqvist,Sweden (predicted),1979,N/A,Male,
Fastpartner,Executive Management,"Regional Manager, Region 3",Business Unit Head,"Other: ""Regional Manager""",Fredrik Thorgren,Sweden (predicted),1974,N/A,Male,
Fenix Outdoor,Board of Directors,Honorary Member,Board Member,Board Member,Sven Stork,Sweden (predicted),1940,"Sciences, Engineering",Male,
Fenix Outdoor,Board of Directors,Executive Chairman,Chair,Chair,Martin Nordin,Sweden (predicted),1962,Business,Male,
Fenix Outdoor,Board of Directors,Director,Board Member,Board Member,Mats Olsson,Sweden (predicted),1948,N/A,Male,
Fenix Outdoor,Board of Directors,Board Member,Board Member,Board Member,Ulf Gustafsson,Sweden (predicted),1955,N/A,Male,
Fenix Outdoor,Board of Directors,Board Member,Board Member,Board Member,Sebastian von Wallwitz,Germany (predicted),1965,Law,Male,
Fenix Outdoor,Board of Directors,Board Member,Board Member,Board Member,Rolf Schmid,Switzerland (predicted),1959,N/A,Male,
Fenix Outdoor,Board of Directors,Board Member,Board Member,Board Member,Susanne Nordin,Sweden (predicted),1966,Law,Female,
Fenix Outdoor,Executive Management,President,CEO,CEO,Alexander Koska,Germany (predicted),1966,N/A,Male,
Fenix Outdoor,Executive Management,Vice President,Support Function,"Other: ""Vice President""",Martin Axelhed,Sweden (predicted),1976,N/A,Male,
Fenix Outdoor,Executive Management,Vice President,Support Function,"Other: ""Vice President""",Henrik Hoffman,Sweden (predicted),1978,N/A,Male,
Fenix Outdoor,Executive Management,Vice President,Support Function,"Other: ""Vice President""",Nathan Dopp,USA (predicted),1966,N/A,Male,
Fenix Outdoor,Executive Management,Vice President,Support Function,"Other: ""Vice President""",Per Wååg,Sweden (predicted),1976,N/A,Male,
Fenix Outdoor,Executive Management,CFO,Support Function,Finance,Thomas Lindberg,Sweden (predicted),1963,N/A,Male,
Fortnox,Board of Directors,Chairman,Chair,Chair,Olof Hallrup,Sweden (predicted),1958,"Law, Business",Male,
Fortnox,Board of Directors,Board Member,Board Member,Board Member,Anna Frick,Sweden (predicted),1968,Business,Female,
Fortnox,Board of Directors,Board Member,Board Member,Board Member,Magnus Gudéhn,Sweden (predicted),1962,Engineering,Male,
Fortnox,Board of Directors,Board Member,Board Member,Board Member,Lena Glader,Finland (predicted),1976,Business,Female,
Fortnox,Board of Directors,Board Member,Board Member,Board Member,Per Bertland,Sweden (predicted),1957,Business,Male,
Fortnox,Board of Directors,Board Member,Board Member,Board Member,Cecilia,Sweden (predicted),1965,Business,Female,
Fortnox,Executive Management,Acting CEO and Chief Financial Officer,CEO,"CEO, Finance",Roger Hartelius,Sweden (predicted),1972,Business,Male,
Fortnox,Executive Management,"Business Area Manager, Core Products",Business Unit Head,"Other: ""Business Area Manager""",Jesper Svensson,Sweden (predicted),1972,Engineering,Male,
Fortnox,Executive Management,"Business Area Manager, Businesses",Business Unit Head,"Other: ""Business Area Manager""",Ola Bergqvist,Sweden (predicted),1978,Business,Male,
Fortnox,Executive Management,"Business Area Manager, Accounting Firms",Business Unit Head,"Other: ""Business Area Manager""",Charlotta Lundberg,Sweden (predicted),1976,Business,Female,
Fortnox,Executive Management,"Acting Business Area Manager, Group Services",Business Unit Head,"Other: ""Business Area Manager""",Magdalena Hallbrandt,Sweden (predicted),1982,"Engineering, Business",Female,
Fortnox,Executive Management,"Business Area Manager, Financial Services",Business Unit Head,Finance,Michael Hansen,Sweden (predicted),1971,Business,Male,
Fortnox,Executive Management,Chief Corporate Development Officer,Support Function,"Other: ""Chief Corporate Development Officer""",Håkan Rosén,Sweden (predicted),1973,"Engineering, Business",Male,
Getinge,Board of Directors,Chairman,Chair,Chair,Johan Malmquist,Sweden (predicted),1961,Business,Male,
Getinge,Board of Directors,Vice Chairman,Vice Chair,Vice Chair,Carl Bennett,Sweden (predicted),1951,Business,Male,
Getinge,Board of Directors,Board Member,Board Member,Board Member,Johan Bygge,Sweden (predicted),1956,Business,Male,
Getinge,Board of Directors,Board Member,Board Member,Board Member,Cecilia Daun Wennborg,Sweden (predicted),1963,Business,Female,
Getinge,Board of Directors,Board Member,Board Member,Board Member,Dan Frohm,Sweden (predicted),1981,"Engineering, Business",Male,
Getinge,Board of Directors,Board Member,Board Member,Board Member,Mattias Perjos,Sweden (predicted),1972,"Engineering, Business",Male,
Getinge,Board of Directors,Board Member,Board Member,Board Member,Malin Persson,Sweden (predicted),1968,"Engineering, Business",Female,
Getinge,Board of Directors,Board Member,Board Member,Board Member,Kristian Samuelsson,Sweden (predicted),1977,Medicine,Male,
Getinge,Executive Management,President & CEO,CEO,CEO,Mattias Perjos,Sweden,1972,"Engineering, Business",Male,
Getinge,Executive Management,Chief Financial Officer,Support Function,Finance,Agneta Palmer,Sweden,1978,Business,Female,
Getinge,Executive Management,"Executive Vice President Sustainability, Legal & Compliance",Support Function,"Other: ""Sustainability, Legal & Compliance""",Anna Romberg,Finland,1979,"Humanities, Business",Female,
Getinge,Executive Management,"President, Acute Care Therapies",Business Unit Head,"Other: ""President Acute Care""",Elin Frostehav,Sweden,1982,"Engineering, Business",Female,
Getinge,Executive Management,"President, Life Science",Business Unit Head,"Other: ""President Life Science""",Eric Honroth,USA,1971,Business,Male,
Getinge,Executive Management,"President, Surgical Workflows",Business Unit Head,"Other: ""President Surgical Workflows""",Stéphane Le Roy,France,1977,Engineering,Male,
Getinge,Executive Management,"Executive Vice President, Human Resources",Support Function,Human Resources,Magnus Lundbäck,Sweden,1969,"Business, Engineering",Male,
Getinge,Executive Management,Chief Commercial Officer,Support Function,Sales,Carsten Blecker,Germany,1966,"Medicine, Business",Male,
Getinge,Executive Management,"Executive Vice President, Quality Compliance, Regulatory & Medical Affairs",Support Function,"Other: ""Quality Compliance""",Joanna Engelke,USA,1960,"Business, Humanities",Female,
Hemnet,Board of Directors,Chair,Chair,Chair,Anders Nilsson,Sweden (predicted),1967,Law,Male,
Hemnet,Board of Directors,Board Member,Board Member,Board Member,Anders Edmark,Sweden (predicted),1959,N/A,Male,
Hemnet,Board of Directors,Board Member,Board Member,Board Member,Tracey Fellows,Australia (predicted),1965,Business,Female,
Hemnet,Board of Directors,Board Member,Board Member,Board Member,Håkan Hellström,Sweden (predicted),1958,N/A,Male,
Hemnet,Board of Directors,Board Member,Board Member,Board Member,Maria Redin,Sweden (predicted),1978,Business,Female,
Hemnet,Board of Directors,Board Member,Board Member,Board Member,Nick McKittrick,UK (predicted),1968,Engineering,Male,
Hemnet,Board of Directors,Board Member,Board Member,Board Member,Rasmus Järborg,Sweden (predicted),1976,Business,Male,
Hemnet,Executive Management,Chief Executive Officer,CEO,CEO,Cecilia Beck-Friis,Sweden (predicted),1973,Business,Female,
